1/2, -13/32
47/107, -6002305140/14025517307
47/108, -6295929133/14693280768
47/109, -6599158046/15386239549
47/110, -6912167283/16105100000
47/111, -7235133376/16850581551
47/112, -7568233985/17623416832
47/113, -7911647898/18424351793
47/114, -8265555031/19254145824
47/115, -8630136428/20113571875
47/116, -9005574261/21003416576
47/117, -9392051830/21924480357
47/118, -9789753563/22877577568
47/119, -10198865016/23863536599
47/120, -10619572873/24883200000
47/121, -11052064946/25937424601
47/122, -11496530175/27027081632
47/123, -11953158628/28153056843
47/124, -12422141501/29316250624
47/125, -12903671118/30517578125
47/126, -13397940931/31757969376
47/127, -13905145520/33038369407
47/128, -14425480593/34359738368
47/129, -14959142986/35723051649
47/130, -15506330663/37129300000
47/131, -16067242716/38579489651
47/132, -16642079365/40074642432
47/133, -17231041958/41615795893
47/134, -17834332971/43204003424
47/135, -18452156008/44840334375
47/136, -19084715801/46525874176
47/137, -19732218210/48261724457
47/138, -20394870223/50049003168
47/139, -21072879956/51888844699
47/140, -21766456653/53782400000
47/142, -23201153555/57735339232
47/143, -23942697888/59797108943
47/144, -24700657441/61917364224
47/145, -25475247098/64097340625
47/146, -26266682871/66338290976
47/147, -27075181900/68641485507
47/148, -27900962453/71008211968
47/149, -28744243926/73439775749
48/49, 4736976/282475249
48/53, 10384080/418195493
48/55, 3626448/503284375
48/59, -33751344/714924299
48/61, -66306864/844596301
48/65, -164127792/1160290625
48/67, -231439152/1350125107
48/71, -408116784/1804229351
48/73, -519639600/2073071593
48/77, -794582832/2706784157
48/79, -960270384/3077056399
48/83, -1353883440/3939040643
48/85, -1584186672/4437053125
48/89, -2117869104/5584059449
48/91, -2423736624/6240321451
48/95, -3119883312/7737809375
48/97, -3512761392/8587340257
48/101, -4394762544/10510100501
48/103, -4886595120/11592740743
48/107, -5978836272/14025517307
48/109, -6582064944/15386239549
48/113, -7909926960/18424351793
48/115, -8637490992/20113571875
48/119, -10227350064/23863536599
48/121, -11092686384/25937424601
48/125, -12971914032/30517578125
48/127, -13988957232/33038369407
48/131, -16185920304/38579489651
48/133, -17369102640/41615795893
48/137, -19913163312/48261724457
48/139, -21277414704/51888844699
48/143, -24198930480/59797108943
48/145, -25759678512/64097340625
48/149, -29090002224/73439775749
49/50, 5157299/312500000
49/51, 9022174/345025251
49/52, 11477613/380204032
49/53, 12405428/418195493
49/54, 11686255/459165024
49/55, 9199554/503284375
49/57, -1564472/601692057
49/58, -10088757/656356768
49/59, -20874490/714924299
49/60, -34048091/777600000
49/61, -49737156/844596301
49/62, -68070457/916132832
49/64, -113190735/1073741824
49/65, -140241136/1160290625
49/66, -170462621/1252332576
49/67, -203989842/1350125107
49/68, -240958627/1453933568
49/69, -281505980/1564031349
49/71, -373890286/1804229351
49/72, -426007127/1934917632
49/73, -482262312/2073071593
49/74, -542798725/2219006624
49/75, -607760426/2373046875
49/76, -677292651/2535525376
49/78, -830655497/2887174368
49/79, -914782470/3077056399
49/80, -1004072671/3276800000
49/81, -1098677216/3486784401
49/82, -1198748397/3707398432
49/83, -1304439682/3939040643
49/85, -1533302316/4437053125
49/86, -1656786481/4704270176
49/87, -1786516382/4984209207
49/88, -1922651367/5277319168
49/89, -2065351960/5584059449
49/90, -2214779861/5904900000
49/92, -2534470267/6590815232
49/93, -2705062052/6956883693
49/94, -2883039705/7339040224
49/95, -3068570806/7737809375
49/96, -3261824111/8153726976
49/97, -3462969552/8587340257
49/99, -3889622450/9509900499
49/100, -4115475651/10000000000
49/101, -4349912476/10510100501
49/102, -4593108737/11040808032
49/103, -4845241422/11592740743
49/104, -5106488695/12166529024
49/106, -5657045541/13382255776
49/107, -5946717322/14025517307
49/108, -6246228107/14693280768
49/109, -6555761940/15386239549
49/110, -6875504041/16105100000
49/111, -7205640806/16850581551
49/113, -7897849792/18424351793
49/114, -8260300685/19254145824
49/115, -8633903586/20113571875
49/116, -9018850771/21003416576
49/117, -9415335692/21924480357
49/118, -9823552977/22877577568
49/120, -10675969031/24883200000
49/121, -11120562936/25937424601
49/122, -11577679477/27027081632
49/123, -12047519162/28153056843
49/124, -12530283675/29316250624
49/125, -13026175876/30517578125
49/127, -14058160662/33038369407
49/128, -14594664847/34359738368
49/129, -15145119920/35723051649
49/130, -15709734621/37129300000
49/131, -16288718866/38579489651
49/132, -16882283747/40074642432
49/134, -18114005665/43204003424
49/135, -18752590766/44840334375
49/136, -19406612631/46525874176
49/137, -20076288232/48261724457
49/138, -20761835717/50049003168
49/139, -21463474410/51888844699
49/141, -22915908596/55730836701
49/142, -23667148617/57735339232
49/143, -24435368902/59797108943
49/144, -25220794655/61917364224
49/145, -26023652256/64097340625
49/146, -26844169261/66338290976
49/148, -28539097587/71008211968
49/149, -29413969900/73439775749
50/51, 5604950/345025251
50/53, 12580950/418195493
50/57, 6144950/601692057
50/59, -9283050/714924299
50/61, -34227050/844596301
50/63, -69743050/992436543
50/67, -176811050/1350125107
50/69, -250571050/1564031349
50/71, -339319050/1804229351
50/73, -444207050/2073071593
50/77, -707107050/2706784157
50/79, -867519050/3077056399
50/81, -1048871050/3486784401
50/83, -1252411050/3939040643
50/87, -1731143050/4984209207
50/89, -2008927050/5584059449
50/91, -2314083050/6240321451
50/93, -2647955050/6956883693
50/97, -3407319050/8587340257
50/99, -3835595050/9509900499
50/101, -4298155050/10510100501
50/103, -4796439050/11592740743
50/107, -5906035050/14025517307
50/109, -6520323050/15386239549
50/111, -7176287050/16850581551
50/113, -7875463050/18424351793
50/117, -9409691050/21924480357
50/119, -10247911050/23863536599
50/121, -11135679050/25937424601
50/123, -12074627050/28153056843
50/127, -14112687050/33038369407
50/129, -15215159050/35723051649
50/131, -16375531050/38579489651
50/133, -17595531050/41615795893
50/137, -20221423050/48261724457
50/139, -21630867050/51888844699
50/141, -23107043050/55730836701
50/143, -24651775050/59797108943
50/147, -27954299050/68641485507
50/149, -29715835050/73439775749
51/52, 6081087/380204032
51/53, 10710102/418195493
51/55, 15103956/503284375
51/56, 14611755/550731776
51/58, 7597317/656356768
51/59, 810696/714924299
51/61, -19991490/844596301
51/62, -34278783/916132832
51/64, -71314269/1073741824
51/65, -94341534/1160290625
51/67, -150121968/1350125107
51/70, -260264679/1680700000
51/71, -304621980/1804229351
51/73, -405691638/2073071593
51/74, -462705099/2219006624
51/76, -590451225/2535525376
51/77, -661492338/2706784157
51/79, -818690964/3077056399
51/80, -905164269/3276800000
51/82, -1094657523/3707398432
51/83, -1198000608/3939040643
51/86, -1544380215/4704270176
51/88, -1807253493/5277319168
51/89, -1948781094/5584059449
51/91, -2252871960/6240321451
51/92, -2415780393/6590815232
51/94, -2764195359/7339040224
51/95, -2950054404/7737809375
51/97, -3345966078/8587340257
51/98, -3556378563/9039207968
51/100, -4003025649/10000000000
51/101, -4239627450/10510100501
51/103, -4740314748/11592740743
51/104, -5004774789/12166529024
51/106, -5562873195/13382255776
51/107, -5856893448/14025517307
51/109, -6475839954/15386239549
51/110, -6801155439/16105100000
51/112, -7484453133/17623416832
51/113, -7842831918/18424351793
51/115, -8594049984/20113571875
51/116, -8987293185/21003416576
51/118, -9810066903/22877577568
51/121, -11138039430/25937424601
51/122, -11606547003/27027081632
51/124, -12583602249/29316250624
51/125, -13092575874/30517578125
51/127, -14152489188/33038369407
51/128, -14703862173/34359738368
51/130, -15850533219/37129300000
51/131, -16446271920/38579489651
51/133, -17683666458/41615795893
51/134, -18325770279/43204003424
51/137, -20348421558/48261724457
51/139, -21779424744/51888844699
51/140, -22520389209/53782400000
51/142, -24054409743/57735339232
51/143, -24847935828/59797108943
51/145, -26489203854/64097340625
51/146, -27337423155/66338290976
51/148, -29090234913/71008211968
51/149, -29995312074/73439775749
52/53, 6586892/418195493
52/55, 15019212/503284375
52/57, 16245580/601692057
52/59, 9187724/714924299
52/61, -7252596/844596301
52/63, -34193588/992436543
52/67, -124150260/1350125107
52/69, -189502196/1564031349
52/71, -270027316/1804229351
52/73, -366943668/2073071593
52/75, -481489268/2373046875
52/77, -614922100/2706784157
52/79, -768520116/3077056399
52/81, -943581236/3486784401
52/83, -1141423348/3939040643
52/85, -1363384308/4437053125
52/87, -1610821940/4984209207
52/89, -1885114036/5584059449
52/93, -2519872628/6956883693
52/95, -2883194548/7737809375
52/97, -3279081780/8587340257
52/99, -3709011956/9509900499
52/101, -4174482676/10510100501
52/103, -4677011508/11592740743
52/105, -5218135988/12762815625
52/107, -5799413620/14025517307
52/109, -6422421876/15386239549
52/111, -7088758196/16850581551
52/113, -7800039988/18424351793
52/115, -8557904628/20113571875
52/119, -10220031796/23863536599
52/121, -11127668916/25937424601
52/123, -12088638068/28153056843
52/125, -13104676468/30517578125
52/127, -14177541300/33038369407
52/129, -15309009716/35723051649
52/131, -16500878836/38579489651
52/133, -17754965748/41615795893
52/135, -19073107508/44840334375
52/137, -20457161140/48261724457
52/139, -21909003636/51888844699
52/141, -23430531956/55730836701
52/145, -26690333748/64097340625
52/147, -28432500980/68641485507
52/149, -30252141556/73439775749
53/54, 7123571/459165024
53/55, 12622798/503284375
53/56, 16360941/550731776
53/57, 18199988/601692057
53/58, 18000655/656356768
53/59, 15622386/714924299
53/60, 10923353/777600000
53/61, 3760456/844596301
53/62, -6010677/916132832
53/63, -18535690/992436543
53/64, -33961499/1073741824
53/65, -52436292/1160290625
53/66, -74109529/1252332576
53/67, -99131942/1350125107
53/68, -127655535/1453933568
53/69, -159833584/1564031349
53/70, -195820637/1680700000
53/71, -235772514/1804229351
53/72, -279846307/1934917632
53/73, -328200380/2073071593
53/74, -380994369/2219006624
53/75, -438389182/2373046875
53/76, -500546999/2535525376
53/77, -567631272/2706784157
53/78, -639806725/2887174368
53/79, -717239354/3077056399
53/80, -800096427/3276800000
53/81, -888546484/3486784401
53/82, -982759337/3707398432
53/83, -1082906070/3939040643
53/84, -1189159039/4182119424
53/85, -1301691872/4437053125
53/86, -1420679469/4704270176
53/87, -1546298002/4984209207
53/88, -1678724915/5277319168
53/89, -1818138924/5584059449
53/90, -1964720017/5904900000
53/91, -2118649454/6240321451
53/92, -2280109767/6590815232
53/93, -2449284760/6956883693
53/94, -2626359509/7339040224
53/95, -2811520362/7737809375
53/96, -3004954939/8153726976
53/97, -3206852132/8587340257
53/98, -3417402105/9039207968
53/99, -3636796294/9509900499
53/100, -3865227407/10000000000
53/101, -4102889424/10510100501
53/102, -4349977597/11040808032
53/103, -4606688450/11592740743
53/104, -4873219779/12166529024
53/105, -5149770652/12762815625
53/107, -5733733662/14025517307
53/108, -6041550295/14693280768
53/109, -6360195464/15386239549
53/110, -6689874597/16105100000
53/111, -7030794394/16850581551
53/112, -7383162827/17623416832
53/113, -7747189140/18424351793
53/114, -8123083849/19254145824
53/115, -8511058742/20113571875
53/116, -8911326879/21003416576
53/117, -9324102592/21924480357
53/118, -9749601485/22877577568
53/119, -10188040434/23863536599
53/120, -10639637587/24883200000
53/121, -11104612364/25937424601
53/122, -11583185457/27027081632
53/123, -12075578830/28153056843
53/124, -12582015719/29316250624
53/125, -13102720632/30517578125
53/126, -13637919349/31757969376
53/127, -14187838922/33038369407
53/128, -14752707675/34359738368
53/129, -15332755204/35723051649
53/130, -15928212377/37129300000
53/131, -16539311334/38579489651
53/132, -17166285487/40074642432
53/133, -17809369520/41615795893
53/134, -18468799389/43204003424
53/135, -19144812322/44840334375
53/136, -19837646819/46525874176
53/137, -20547542652/48261724457
53/138, -21274740865/50049003168
53/139, -22019483774/51888844699
53/140, -22782014967/53782400000
53/141, -23562579304/55730836701
53/142, -24361422917/57735339232
53/143, -25178793210/59797108943
53/144, -26014938859/61917364224
53/145, -26870109812/64097340625
53/146, -27744557289/66338290976
53/147, -28638533782/68641485507
53/148, -29552293055/71008211968
53/149, -30486090144/73439775749
54/55, 7692354/503284375
54/59, 19882530/714924299
54/61, 12811554/844596301
54/65, -33572286/1160290625
54/67, -75311262/1350125107
54/71, -202104126/1804229351
54/73, -289708542/2073071593
54/77, -519865182/2706784157
54/79, -665092350/3077056399
54/83, -1022687262/3939040643
54/85, -1237854366/4437053125
54/89, -1748081790/5584059449
54/91, -2046065886/6240321451
54/95, -2735239806/7737809375
54/97, -3129477822/8587340257
54/101, -4025031966/10510100501
54/103, -4529520702/11592740743
54/107, -5660008542/14025517307
54/109, -6289304670/15386239549
54/113, -7684399422/18424351793
54/115, -8453619486/20113571875
54/119, -10144114110/23863536599
54/121, -11068934526/25937424601
54/125, -13086741726/30517578125
54/127, -14183398782/33038369407
54/131, -16561551006/38579489651
54/133, -17846840862/41615795893
54/137, -20619490302/48261724457
54/139, -22110768990/51888844699
54/143, -25313187582/59797108943
54/145, -27028371006/64097340625
54/149, -30696950430/73439775749
55/56, 8294495/550731776
55/57, 14779270/601692057
55/58, 19307145/656356768
55/59, 21729620/714924299
55/61, 19657770/844596301
55/62, 14859845/916132832
55/63, 7349320/992436543
55/64, -3028905/1073741824
55/67, -52940580/1350125107
55/68, -76367005/1453933568
55/69, -103456430/1564031349
55/71, -169277680/1804229351
55/72, -208339505/1934917632
55/73, -251724330/2073071593
55/74, -299600455/2219006624
55/76, -409506405/2535525376
55/78, -539430155/2887174368
55/79, -612333480/3077056399
55/81, -774904130/3486784401
55/82, -864927855/3707398432
55/83, -961016980/3939040643
55/84, -1063353005/4182119424
55/86, -1287498355/4704270176
55/87, -1409677280/4984209207
55/89, -1675181530/5584059449
55/91, -1970141580/6240321451
55/92, -2129145205/6590815232
55/93, -2296088630/6956883693
55/94, -2471166555/7339040224
55/96, -2846511305/8153726976
55/97, -3047174130/8587340257
55/98, -3256763455/9039207968
55/101, -3941110030/10510100501
55/102, -4188431555/11040808032
55/103, -4445699280/11592740743
55/104, -4713121105/12166529024
55/106, -5279265255/13382255776
55/107, -5578409980/14025517307
55/108, -5888553605/14693280768
55/109, -6209910630/15386239549
55/111, -6887129480/16850581551
55/112, -7243426905/17623416832
55/113, -7611808930/18424351793
55/114, -7992496655/19254145824
55/116, -8791680205/21003416576
55/117, -9210624830/21924480357
55/118, -9642772755/22877577568
55/119, -10088351680/23863536599
55/122, -11507971255/27027081632
55/123, -12009577580/28153056843
55/124, -12525773205/29316250624
55/126, -13602876155/31757969376
55/127, -14164258680/33038369407
55/128, -14741180905/34359738368
55/129, -15333883730/35723051649
55/131, -16567601380/38579489651
55/133, -17867365230/41615795893
55/134, -18542630755/43204003424
55/136, -19945173105/46525874176
55/137, -20672951530/48261724457
55/138, -21418738055/50049003168
55/139, -22182786780/51888844699
55/141, -23766693830/55730836701
55/142, -24587066955/57735339232
55/144, -26285949305/61917364224
55/146, -28064091055/66338290976
55/147, -28983543380/68641485507
55/148, -29923604205/71008211968
55/149, -30884540830/73439775749
56/57, 8931272/601692057
56/59, 20918856/714924299
56/61, 24049480/844596301
56/65, -1270584/1160290625
56/67, -32280248/1350125107
56/69, -77264824/1564031349
56/71, -137557560/1804229351
56/73, -214513208/2073071593
56/75, -309508024/2373046875
56/79, -559227704/3077056399
56/81, -716812600/3486784401
56/83, -898156728/3939040643
56/85, -1104743864/4437053125
56/87, -1338079288/4984209207
56/89, -1599689784/5584059449
56/93, -2213950648/6956883693
56/95, -2569762104/7737809375
56/97, -2960170808/8587340257
56/99, -3386811064/9509900499
56/101, -3851338680/10510100501
56/103, -4355430968/11592740743
56/107, -5489126328/14025517307
56/109, -6122191544/15386239549
56/111, -6801745720/16850581551
56/113, -7529573688/18424351793
56/115, -8307481784/20113571875
56/117, -9137297848/21924480357
56/121, -10960072760/25937424601
56/123, -11956794808/28153056843
56/125, -13012951224/30517578125
56/127, -14130477368/33038369407
56/129, -15311330104/35723051649
56/131, -16557487800/38579489651
56/135, -19253739064/44840334375
56/137, -20707896888/48261724457
56/139, -22235488184/51888844699
56/141, -23838598840/55730836701
56/143, -25519336248/59797108943
56/145, -27279829304/64097340625
56/149, -31048705464/73439775749
57/58, 9603987/656356768
57/59, 17199294/714924299
57/61, 25730484/844596301
57/62, 26346255/916132832
57/64, 19467609/1073741824
57/65, 11644872/1160290625
57/67, -13598490/1350125107
57/68, -31355643/1453933568
57/70, -77992473/1680700000
57/71, -107216886/1804229351
57/73, -178349808/2073071593
57/74, -220611261/2219006624
57/77, -376321980/2706784157
57/79, -506050446/3077056399
57/80, -579243063/3276800000
57/82, -743218725/3707398432
57/83, -834379338/3939040643
57/85, -1036000308/4437053125
57/86, -1146846441/4704270176
57/88, -1389584703/5277319168
57/89, -1521870816/5584059449
57/91, -1809272226/6240321451
57/92, -1964789715/6590815232
57/94, -2300474001/7339040224
57/97, -2868711960/8587340257
57/98, -3076214133/9039207968
57/100, -3519618843/10000000000
57/101, -3755948196/10510100501
57/103, -4258938198/11592740743
57/104, -4526033871/12166529024
57/106, -5092524381/13382255776
57/107, -5392362450/14025517307
57/109, -6026342556/15386239549
57/110, -6360936033/16105100000
57/112, -7066468695/17623416832
57/113, -7437867528/18424351793
57/115, -8219089578/20113571875
57/116, -8629380651/21003416576
57/118, -9490502793/22877577568
57/119, -9941809926/23863536599
57/121, -10887116736/25937424601
57/122, -11381600685/27027081632
57/124, -12415450611/29316250624
57/125, -12955309068/30517578125
57/127, -14082134430/33038369407
57/128, -14669602023/34359738368
57/130, -15893909013/37129300000
57/131, -16531257306/38579489651
57/134, -18547163481/43204003424
57/136, -19980247791/46525874176
57/137, -20724319920/48261724457
57/139, -22268847666/51888844699
57/140, -23069836803/53782400000
57/142, -24730609665/57735339232
57/143, -25590935118/59797108943
57/145, -27372828648/64097340625
57/146, -28294946661/66338290976
57/148, -30202910283/71008211968
57/149, -31189314036/73439775749
58/59, 10313966/714924299
58/61, 24438126/844596301
58/63, 28793230/992436543
58/65, 22042958/1160290625
58/67, 2828718/1350125107
58/69, -30230354/1564031349
58/71, -78537394/1804229351
58/73, -143517810/2073071593
58/75, -226619282/2373046875
58/77, -329311762/2706784157
58/79, -453087474/3077056399
58/81, -599460914/3486784401
58/83, -769968850/3939040643
58/85, -966170322/4437053125
58/89, -1442001394/5584059449
58/91, -1724860434/6240321451
58/93, -2039871890/6956883693
58/95, -2388706162/7737809375
58/97, -2773055922/8587340257
58/99, -3194636114/9509900499
58/101, -3655183954/10510100501
58/103, -4156458930/11592740743
58/105, -4700242802/12762815625
58/107, -5288339602/14025517307
58/109, -5922575634/15386239549
58/111, -6604799474/16850581551
58/113, -7336881970/18424351793
58/115, -8120716242/20113571875
58/117, -8958217682/21924480357
58/119, -9851323954/23863536599
58/121, -10801994994/25937424601
58/123, -11812213010/28153056843
58/125, -12883982482/30517578125
58/127, -14019330162/33038369407
58/129, -15220305074/35723051649
58/131, -16488978514/38579489651
58/133, -17827444050/41615795893
58/135, -19237817522/44840334375
58/137, -20722237042/48261724457
58/139, -22282862994/51888844699
58/141, -23921878034/55730836701
58/143, -25641487090/59797108943
58/147, -29331418322/68641485507
58/149, -31306261714/73439775749
59/60, 11062559/777600000
59/61, 19903414/844596301
59/62, 26353353/916132832
59/63, 30241748/992436543
59/64, 31396555/1073741824
59/65, 29644314/1160290625
59/66, 24810149/1252332576
59/67, 16717768/1350125107
59/68, 5189463/1453933568
59/69, -9953890/1564031349
59/70, -28892831/1680700000
59/71, -51809316/1804229351
59/72, -78886717/1934917632
59/73, -110309822/2073071593
59/74, -146264835/2219006624
59/75, -186939376/2373046875
59/76, -232522481/2535525376
59/77, -283204602/2706784157
59/78, -339177607/2887174368
59/79, -400634780/3077056399
59/80, -467770821/3276800000
59/81, -540781846/3486784401
59/82, -619865387/3707398432
59/83, -705220392/3939040643
59/84, -797047225/4182119424
59/85, -895547666/4437053125
59/86, -1000924911/4704270176
59/87, -1113383572/4984209207
59/88, -1233129677/5277319168
59/89, -1360370670/5584059449
59/90, -1495315411/5904900000
59/91, -1638174176/6240321451
59/92, -1789158657/6590815232
59/93, -1948481962/6956883693
59/94, -2116358615/7339040224
59/95, -2293004556/7737809375
59/96, -2478637141/8153726976
59/97, -2673475142/8587340257
59/98, -2877738747/9039207968
59/99, -3091649560/9509900499
59/100, -3315430601/10000000000
59/101, -3549306306/10510100501
59/102, -3793502527/11040808032
59/103, -4048246532/11592740743
59/104, -4313767005/12166529024
59/105, -4590294046/12762815625
59/106, -4878059171/13382255776
59/107, -5177295312/14025517307
59/108, -5488236817/14693280768
59/109, -5811119450/15386239549
59/110, -6146180391/16105100000
59/111, -6493658236/16850581551
59/112, -6853792997/17623416832
59/113, -7226826102/18424351793
59/114, -7613000395/19254145824
59/115, -8012560136/20113571875
59/116, -8425751001/21003416576
59/117, -8852820082/21924480357
59/119, -9749588340/23863536599
59/120, -10219788781/24883200000
59/121, -10704869966/25937424601
59/122, -11205086067/27027081632
59/123, -11720692672/28153056843
59/124, -12251946785/29316250624
59/125, -12799106826/30517578125
59/126, -13362432631/31757969376
59/127, -13942185452/33038369407
59/128, -14538627957/34359738368
59/129, -15152024230/35723051649
59/130, -15782639771/37129300000
59/131, -16430741496/38579489651
59/132, -17096597737/40074642432
59/133, -17780478242/41615795893
59/134, -18482654175/43204003424
59/135, -19203398116/44840334375
59/136, -19942984061/46525874176
59/137, -20701687422/48261724457
59/138, -21479785027/50049003168
59/139, -22277555120/51888844699
59/140, -23095277361/53782400000
59/141, -23933232826/55730836701
59/142, -24791704007/57735339232
59/143, -25670974812/59797108943
59/144, -26571330565/61917364224
59/145, -27493058006/64097340625
59/146, -28436445291/66338290976
59/147, -29401781992/68641485507
59/148, -30389359097/71008211968
59/149, -31399469010/73439775749
60/61, 11851140/844596301
60/67, 27777540/1350125107
60/71, -27331260/1804229351
60/73, -79027260/2073071593
60/77, -238305660/2706784157
60/79, -348998460/3077056399
60/83, -640440060/3939040643
60/89, -1277280060/5584059449
60/91, -1549512060/6240321451
60/97, -2570256060/8587340257
60/101, -3438590460/10510100501
60/103, -3934569660/11592740743
60/107, -5059483260/14025517307
60/109, -5692219260/15386239549
60/113, -7107926460/18424351793
60/119, -9636796860/23863536599
60/121, -10595923260/25937424601
60/127, -13850841660/33038369407
60/131, -16356657660/38579489651
60/133, -17716824060/41615795893
60/137, -20662732860/48261724457
60/139, -22252968060/51888844699
60/143, -25679404860/59797108943
60/149, -31468881660/73439775749
61/62, 12681107/916132832
61/63, 22912942/992436543
61/64, 30514701/1073741824
61/65, 35304116/1160290625
61/66, 37097455/1252332576
61/67, 35709522/1350125107
61/68, 30953657/1453933568
61/69, 22641736/1564031349
61/70, 10584171/1680700000
61/71, -5410090/1804229351
61/72, -25533563/1934917632
61/73, -49980228/2073071593
61/74, -78945529/2219006624
61/75, -112626374/2373046875
61/76, -151221135/2535525376
61/77, -194929648/2706784157
61/78, -243953213/2887174368
61/79, -298494594/3077056399
61/80, -358758019/3276800000
61/81, -424949180/3486784401
61/82, -497275233/3707398432
61/83, -575944798/3939040643
61/84, -661167959/4182119424
61/85, -753156264/4437053125
61/86, -852122725/4704270176
61/87, -958281818/4984209207
61/88, -1071849483/5277319168
61/89, -1193043124/5584059449
61/90, -1322081609/5904900000
61/91, -1459185270/6240321451
61/92, -1604575903/6590815232
61/93, -1758476768/6956883693
61/94, -1921112589/7339040224
61/95, -2092709554/7737809375
61/96, -2273495315/8153726976
61/97, -2463698988/8587340257
61/98, -2663551153/9039207968
61/99, -2873283854/9509900499
61/100, -3093130599/10000000000
61/101, -3323326360/10510100501
61/102, -3564107573/11040808032
61/103, -3815712138/11592740743
61/104, -4078379419/12166529024
61/105, -4352350244/12762815625
61/106, -4637866905/13382255776
61/107, -4935173158/14025517307
61/108, -5244514223/14693280768
61/109, -5566136784/15386239549
61/110, -5900288989/16105100000
61/111, -6247220450/16850581551
61/112, -6607182243/17623416832
61/113, -6980426908/18424351793
61/114, -7367208449/19254145824
61/115, -7767782334/20113571875
61/116, -8182405495/21003416576
61/117, -8611336328/21924480357
61/118, -9054834693/22877577568
61/119, -9513161914/23863536599
61/120, -9986580779/24883200000
61/121, -10475355540/25937424601
61/123, -11500037078/28153056843
61/124, -12036479679/29316250624
61/125, -12589349824/30517578125
61/126, -13158919085/31757969376
61/127, -13745460498/33038369407
61/128, -14349248563/34359738368
61/129, -14970559244/35723051649
61/130, -15609669969/37129300000
61/131, -16266859630/38579489651
61/132, -16942408583/40074642432
61/133, -17636598648/41615795893
61/134, -18349713109/43204003424
61/135, -19082036714/44840334375
61/136, -19833855675/46525874176
61/137, -20605457668/48261724457
61/138, -21397131833/50049003168
61/139, -22209168774/51888844699
61/140, -23041860559/53782400000
61/141, -23895500720/55730836701
61/142, -24770384253/57735339232
61/143, -25666807618/59797108943
61/144, -26585068739/61917364224
61/145, -27525467004/64097340625
61/146, -28488303265/66338290976
61/147, -29473879838/68641485507
61/148, -30482500503/71008211968
61/149, -31514470504/73439775749
62/63, 13553882/992436543
62/65, 32768922/1160290625
62/67, 40207930/1350125107
62/69, 34347194/1564031349
62/71, 13639194/1804229351
62/73, -23487398/2073071593
62/75, -78627718/2373046875
62/77, -153400710/2706784157
62/79, -249449126/3077056399
62/81, -368439526/3486784401
62/83, -512062278/3939040643
62/85, -682031558/4437053125
62/87, -880085350/4984209207
62/89, -1107985446/5584059449
62/91, -1367517446/6240321451
62/95, -1988738598/7737809375
62/97, -2354117990/8587340257
62/99, -2758509766/9509900499
62/101, -3203818566/10510100501
62/103, -3691972838/11592740743
62/105, -4224924838/12762815625
62/107, -4804650630/14025517307
62/109, -5433150086/15386239549
62/111, -6112446886/16850581551
62/113, -6844588518/18424351793
62/115, -7631646278/20113571875
62/117, -8475715270/21924480357
62/119, -9378914406/23863536599
62/121, -10343386406/25937424601
62/123, -11371297798/28153056843
62/125, -12464838918/30517578125
62/127, -13626223910/33038369407
62/129, -14857690726/35723051649
62/131, -16161501126/38579489651
62/133, -17539940678/41615795893
62/135, -18995318758/44840334375
62/137, -20529968550/48261724457
62/139, -22146247046/51888844699
62/141, -23846535046/55730836701
62/143, -25633237158/59797108943
62/145, -27508781798/64097340625
62/147, -29475621190/68641485507
62/149, -31536231366/73439775749
63/64, 14470911/1073741824
63/65, 26249958/1160290625
63/67, 40959828/1350125107
63/68, 43500555/1453933568
63/71, 29493576/1804229351
63/73, 124110/2073071593
63/74, -21180159/2219006624
63/76, -78059709/2535525376
63/79, -202197744/3077056399
63/80, -254776977/3276800000
63/82, -378025767/3707398432
63/83, -449130780/3939040643
63/85, -611402022/4437053125
63/86, -703012779/4704270176
63/88, -908307225/5277319168
63/89, -1022444514/5584059449
63/92, -1413569997/6590815232
63/94, -1717239699/7339040224
63/95, -1882655712/7737809375
63/97, -2241840762/8587340257
63/100, -2855118357/10000000000
63/101, -3080386134/10510100501
63/103, -3563665560/11592740743
63/104, -3822176169/12166529024
63/106, -4374197919/13382255776
63/107, -4668217092/14025517307
63/109, -5293553454/15386239549
63/110, -5625387747/16105100000
63/113, -6700689450/18424351793
63/115, -7486698492/20113571875
63/116, -7901245989/21003416576
63/118, -8774776395/22877577568
63/121, -10200254274/25937424601
63/122, -10707231087/27027081632
63/124, -11770582509/29316250624
63/125, -12327519582/30517578125
63/127, -13493333952/33038369407
63/128, -14102782785/34359738368
63/130, -15376203927/37129300000
63/131, -16040756844/38579489651
63/134, -18149300379/43204003424
63/136, -19653693129/46525874176
63/137, -20436394482/48261724457
63/139, -22064315364/51888844699
63/142, -24667062147/57735339232
63/143, -25578771120/59797108943
63/145, -27470241162/64097340625
63/146, -28450628199/66338290976
63/148, -30482282565/71008211968
63/149, -31534184934/73439775749
64/65, 15433664/1160290625
64/67, 37645248/1350125107
64/69, 46982080/1564031349
64/71, 41822144/1804229351
64/73, 20518848/2073071593
64/75, -18598976/2373046875
64/77, -77227072/2706784157
64/79, -157085760/3077056399
64/81, -259919936/3486784401
64/83, -387499072/3939040643
64/85, -541617216/4437053125
64/87, -724092992/4984209207
64/89, -936769600/5584059449
64/91, -1181514816/6240321451
64/93, -1460220992/6956883693
